"","alt.ID","ID","Latitude","Longitude","BC_AllSources_Hour_Calibrated","BC_Biomass_Hour_Calibrated","BC_FossilFuel_Hour_Calibrated","BC_SpectralB1_Hour_Calibrated","BC_SpectralG1_Hour_Calibrated","BC_SpectralIR1_Hour_Calibrated","BC_SpectralR1_Hour_Calibrated","BC_SpectralUV1_Hour_Calibrated","Datetime","Temperature","Humidity","PM2.5_Hour_MassConc_Calibrated","NO2_Hour_MassConc_Calibrated","Neighborhood","Device_Name"
"39","DPANQ2934","APQ6QPGM",37.765992,-122.399273,176.1,11.9,163.95,128.2,144.65,185.4,141.7,155.45,"2024-12-13T03:00:00.000Z",14.35,71.89,6.65,6.4,"Potrero Hill","Air District Reference Site"
"40","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T03:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"41","DPANQ2934","APQ6QPGM",37.765992,-122.399273,159.25,15.45,143.65,138.1,143.95,146.5,144.65,135.1,"2024-12-13T04:00:00.000Z",14.32,73.1,7.12,6.38,"Potrero Hill","Air District Reference Site"
"42","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T04:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"43","DPANQ2934","APQ6QPGM",37.765992,-122.399273,191.35,13.95,177.1,142,148.05,193.9,164.7,155.2,"2024-12-13T05:00:00.000Z",14.36,73.02,7.67,6.27,"Potrero Hill","Air District Reference Site"
"44","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T05:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"45","DPANQ2934","APQ6QPGM",37.765992,-122.399273,112.65,9.25,103.2,101.5,100,119.5,95.85,56.8,"2024-12-13T06:00:00.000Z",14.22,73.12,6.81,6.3,"Potrero Hill","Air District Reference Site"
"46","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T06:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"47","DPANQ2934","APQ6QPGM",37.765992,-122.399273,113,5.05,107.75,74.8,92.6,107,105.1,66.25,"2024-12-13T07:00:00.000Z",14.1,71.57,6.36,6.69,"Potrero Hill","Air District Reference Site"
"48","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T07:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"49","DPANQ2934","APQ6QPGM",37.765992,-122.399273,71.37,7.95,63.26,65.95,43.37,58.37,67.32,85.21,"2024-12-13T08:00:00.000Z",14.35,66.64,4.67,7.6,"Potrero Hill","Air District Reference Site"
"50","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T08:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"51","DPANQ2934","APQ6QPGM",37.765992,-122.399273,-10.8,0,-10.8,65.8,52.4,-6.6,63.8,-40.2,"2024-12-13T09:00:00.000Z",14.25,71.53,5.16,7.4,"Potrero Hill","Air District Reference Site"
"52","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T09:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"53","DPANQ2934","APQ6QPGM",37.765992,-122.399273,61.42,1.75,59.58,28.08,32.83,39.58,77.58,41.42,"2024-12-13T10:00:00.000Z",13.18,74.93,5.19,9.51,"Potrero Hill","Air District Reference Site"
"54","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T10:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"55","DPANQ2934","APQ6QPGM",37.765992,-122.399273,119,3.4,115.5,60.7,69.35,129.8,76.05,60.3,"2024-12-13T11:00:00.000Z",13.76,74.13,6.65,8.2,"Potrero Hill","Air District Reference Site"
"56","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T11:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"57","DPANQ2934","APQ6QPGM",37.765992,-122.399273,170,17.85,151.8,140.45,139.2,171.75,145,154.4,"2024-12-13T12:00:00.000Z",13.86,73.18,5.8,8.43,"Potrero Hill","Air District Reference Site"
"58","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T12:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"59","DPANQ2934","APQ6QPGM",37.765992,-122.399273,182.8,30.75,151.6,202.25,161.8,176.05,170.15,210.8,"2024-12-13T13:00:00.000Z",13.94,72.67,5.32,10.45,"Potrero Hill","Air District Reference Site"
"60","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T13:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"61","DPANQ2934","APQ6QPGM",37.765992,-122.399273,141.9,32.25,109.2,167.65,173.95,128.6,144.85,175.65,"2024-12-13T14:00:00.000Z",13.94,74.72,3.57,9.91,"Potrero Hill","Air District Reference Site"
"62","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T14:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"63","DPANQ2934","APQ6QPGM",37.765992,-122.399273,162.1,50.25,111.25,216.45,194.3,151.4,165.95,258.55,"2024-12-13T15:00:00.000Z",13.93,74.99,3.89,9.83,"Potrero Hill","Air District Reference Site"
"64","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T15:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"65","DPANQ2934","APQ6QPGM",37.765992,-122.399273,201.83,32.78,168.39,232.28,191.61,209.89,195.06,260.89,"2024-12-13T16:00:00.000Z",14,75.59,4.08,9.61,"Potrero Hill","Air District Reference Site"
"66","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T16:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"67","DPANQ2934","APQ6QPGM",37.765992,-122.399273,405.35,22.2,382.9,305.5,316.05,448,352.1,484.75,"2024-12-13T17:00:00.000Z",14.47,74.1,5.04,9.81,"Potrero Hill","Air District Reference Site"
"68","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T17:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"69","DPANQ2934","APQ6QPGM",37.765992,-122.399273,239.58,84.47,154.47,347.79,286.68,274.84,318.32,455.11,"2024-12-13T18:00:00.000Z",15.31,69.1,4.9,9.72,"Potrero Hill","Air District Reference Site"
"70","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T18:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"71","DPANQ2934","APQ6QPGM",37.765992,-122.399273,262.25,35.65,226.2,277.7,247.75,251.75,274.85,349.1,"2024-12-13T19:00:00.000Z",15.57,68.03,4.79,9.16,"Potrero Hill","Air District Reference Site"
"72","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T19:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"73","DPANQ2934","APQ6QPGM",37.765992,-122.399273,253.9,42.35,210.9,270,249.95,286.4,271.95,311.85,"2024-12-13T20:00:00.000Z",15.98,65.7,4.97,9.25,"Potrero Hill","Air District Reference Site"
"74","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T20:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"75","DPANQ2934","APQ6QPGM",37.765992,-122.399273,310.15,37.25,272.4,247.85,245.45,297.5,253.65,329.6,"2024-12-13T21:00:00.000Z",16.33,63.57,4.91,9.48,"Potrero Hill","Air District Reference Site"
"76","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T21:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"77","DPANQ2934","APQ6QPGM",37.765992,-122.399273,150,21.25,128.4,183.3,137.9,139.65,168.7,251.65,"2024-12-13T22:00:00.000Z",17.13,60.11,4.68,8.9,"Potrero Hill","Air District Reference Site"
"78","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T22:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"79","DPANQ2934","APQ6QPGM",37.765992,-122.399273,125.9,44.45,81.1,231.55,221.05,119.7,199.4,193.35,"2024-12-13T23:00:00.000Z",16.91,61.17,4.83,9.6,"Potrero Hill","Air District Reference Site"
"80","DVCKP7679","AW7V74JH",37.725156,-122.394156,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-13T23:00:00.000Z",NA,NA,NA,NA,"BVHP","BVHP Foundation"
"81","DPANQ2934","APQ6QPGM",37.765992,-122.399273,172.7,58.35,113.8,216.55,210.25,179.95,192.85,213.85,"2024-12-14T00:00:00.000Z",16.69,59.7,5.39,8.57,"Potrero Hill","Air District Reference Site"
"82","DPANQ2934","APQ6QPGM",37.765992,-122.399273,122.7,32.35,89.9,156.15,176.45,126.3,142.65,108.6,"2024-12-14T01:00:00.000Z",16.34,60.95,5.66,8.54,"Potrero Hill","Air District Reference Site"
"83","DPANQ2934","APQ6QPGM",37.765992,-122.399273,287.11,39.44,247.11,307.28,317.94,297.94,310.11,317,"2024-12-14T02:00:00.000Z",16.32,59.87,6.48,8.13,"Potrero Hill","Air District Reference Site"
"84","DPANQ2934","APQ6QPGM",37.765992,-122.399273,164.45,30.3,133.6,182.65,155.05,157.85,179.75,218.3,"2024-12-14T03:00:00.000Z",16.58,58.34,5.9,7.83,"Potrero Hill","Air District Reference Site"
"85","DPANQ2934","APQ6QPGM",37.765992,-122.399273,115.6,27.25,87.85,137.1,123.9,109.05,134.1,146.9,"2024-12-14T04:00:00.000Z",16.74,56.13,5.57,6.96,"Potrero Hill","Air District Reference Site"
"86","DPANQ2934","APQ6QPGM",37.765992,-122.399273,57.15,28.75,28.15,134.3,107.55,60,94.25,101.45,"2024-12-14T05:00:00.000Z",16.77,55.21,5.13,7.07,"Potrero Hill","Air District Reference Site"
"87","DPANQ2934","APQ6QPGM",37.765992,-122.399273,20.65,21.2,-0.75,87.6,113.3,21.6,59.6,-37.6,"2024-12-14T06:00:00.000Z",15.78,60.47,4.56,8.05,"Potrero Hill","Air District Reference Site"
"88","DPANQ2934","APQ6QPGM",37.765992,-122.399273,78.4,10.5,67.6,57.15,103.75,74.35,85.6,-15.85,"2024-12-14T07:00:00.000Z",14.7,68.96,4.52,9.01,"Potrero Hill","Air District Reference Site"
"89","DPANQ2934","APQ6QPGM",37.765992,-122.399273,82.75,3.85,78.85,56.75,60.4,96.4,52.05,81.95,"2024-12-14T08:00:00.000Z",14.95,73.75,3.62,7.76,"Potrero Hill","Air District Reference Site"
"90","DPANQ2934","APQ6QPGM",37.765992,-122.399273,227.95,43.6,183.75,256.6,270.65,245.8,230.15,235,"2024-12-14T09:00:00.000Z",14.33,75.66,5.54,6.93,"Potrero Hill","Air District Reference Site"
"91","DPANQ2934","APQ6QPGM",37.765992,-122.399273,166.1,35.1,130.75,173.65,195.8,135.8,195.15,111.65,"2024-12-14T10:00:00.000Z",13.72,76.91,3.97,6.93,"Potrero Hill","Air District Reference Site"
"92","DPANQ2934","APQ6QPGM",37.765992,-122.399273,93.95,18.45,75.25,89.9,95.5,97.25,83.9,61.9,"2024-12-14T11:00:00.000Z",13.5,77.04,3.29,6.9,"Potrero Hill","Air District Reference Site"
"93","DPANQ2934","APQ6QPGM",37.765992,-122.399273,67.6,10.35,56.95,63.15,72.45,54.6,53.15,51.3,"2024-12-14T12:00:00.000Z",13.39,77.76,3.37,6.61,"Potrero Hill","Air District Reference Site"
"94","DPANQ2934","APQ6QPGM",37.765992,-122.399273,56.3,2.9,53.35,35.4,43.7,70,56.9,33.55,"2024-12-14T13:00:00.000Z",13.2,78.08,3.87,6.5,"Potrero Hill","Air District Reference Site"
"95","DPANQ2934","APQ6QPGM",37.765992,-122.399273,182.3,0.85,181.45,71.5,61.4,140.45,104.75,153.55,"2024-12-14T14:00:00.000Z",13.75,76.58,3.36,6.67,"Potrero Hill","Air District Reference Site"
"96","DPANQ2934","APQ6QPGM",37.765992,-122.399273,69.35,1.85,67.5,36.8,25.65,86.9,55.65,113.25,"2024-12-14T15:00:00.000Z",14.87,68.96,4.72,7,"Potrero Hill","Air District Reference Site"
"97","DPANQ2934","APQ6QPGM",37.765992,-122.399273,87.58,6.11,81.32,72.63,78.84,107.26,70.63,59.79,"2024-12-14T16:00:00.000Z",14.88,70.76,5.78,7.19,"Potrero Hill","Air District Reference Site"
"98","DPANQ2934","APQ6QPGM",37.765992,-122.399273,-4.71,1.06,-5.76,32.47,49.76,-0.06,34.82,-44.53,"2024-12-14T17:00:00.000Z",14.2,71.55,5.88,6.33,"Potrero Hill","Air District Reference Site"
"99","DPANQ2934","APQ6QPGM",37.765992,-122.399273,28.95,10.95,17.68,60.79,76.05,29.68,30.63,-24.26,"2024-12-14T18:00:00.000Z",13.36,69.73,5.58,6.57,"Potrero Hill","Air District Reference Site"
"100","DPANQ2934","APQ6QPGM",37.765992,-122.399273,48.4,1.25,47.1,61.85,34.2,45.6,51.8,46.05,"2024-12-14T19:00:00.000Z",13.56,72.06,5.07,6.8,"Potrero Hill","Air District Reference Site"
"101","DPANQ2934","APQ6QPGM",37.765992,-122.399273,268.79,0.89,267.89,54.26,56.47,215.11,84.47,197.05,"2024-12-14T20:00:00.000Z",14.22,71.23,5.48,7.34,"Potrero Hill","Air District Reference Site"
"102","DPANQ2934","APQ6QPGM",37.765992,-122.399273,138.9,6.95,131.95,77.85,60.05,115.15,88.7,119.45,"2024-12-14T21:00:00.000Z",14.73,69.81,5.46,7.18,"Potrero Hill","Air District Reference Site"
"103","DPANQ2934","APQ6QPGM",37.765992,-122.399273,31.8,0.45,31.35,63.35,30.15,13.65,51.85,48.2,"2024-12-14T22:00:00.000Z",15.02,66.15,4.29,7.33,"Potrero Hill","Air District Reference Site"
"104","DPANQ2934","APQ6QPGM",37.765992,-122.399273,71.85,15.2,56.25,85,62.2,76.35,81.35,117.95,"2024-12-14T23:00:00.000Z",15.06,64.43,5.16,7.31,"Potrero Hill","Air District Reference Site"
"105","DPANQ2934","APQ6QPGM",37.765992,-122.399273,65.2,16.6,48.4,72.8,88.85,80.95,77.65,50.5,"2024-12-15T00:00:00.000Z",14.94,64.17,5.07,7.79,"Potrero Hill","Air District Reference Site"
"106","DPANQ2934","APQ6QPGM",37.765992,-122.399273,150.55,20.6,129.5,146.95,149.85,138.95,137.4,132.4,"2024-12-15T01:00:00.000Z",14.65,66.7,5.38,9.14,"Potrero Hill","Air District Reference Site"
"107","DPANQ2934","APQ6QPGM",37.765992,-122.399273,70.95,23.21,47.42,133.21,132.84,50.63,111.47,114.11,"2024-12-15T02:00:00.000Z",14.45,64.94,5.11,8.04,"Potrero Hill","Air District Reference Site"
"108","DPANQ2934","APQ6QPGM",37.765992,-122.399273,242.6,65.5,176.7,410.55,403.4,244.2,332.7,456.15,"2024-12-15T03:00:00.000Z",13.58,67.26,6.63,13.25,"Potrero Hill","Air District Reference Site"
"109","DPANQ2934","APQ6QPGM",37.765992,-122.399273,886.3,323.75,561.55,1162.5,1086.95,864,1046,1370.3,"2024-12-15T04:00:00.000Z",12.94,69.34,9.66,18.39,"Potrero Hill","Air District Reference Site"
"110","DPANQ2934","APQ6QPGM",37.765992,-122.399273,993.65,282.95,709.7,1226.35,1199.65,1012.4,1118.6,1481.6,"2024-12-15T05:00:00.000Z",12.27,71.3,10.77,16.91,"Potrero Hill","Air District Reference Site"
"111","DPANQ2934","APQ6QPGM",37.765992,-122.399273,1005.95,254.26,750.68,1214.63,1178.37,983.84,1134.37,1408.11,"2024-12-15T06:00:00.000Z",11.94,72.96,14.25,16.92,"Potrero Hill","Air District Reference Site"
"112","DPANQ2934","APQ6QPGM",37.765992,-122.399273,564.3,58.3,505.45,581.55,583.25,601.45,566.5,612.2,"2024-12-15T07:00:00.000Z",11.63,76.07,13.47,12.64,"Potrero Hill","Air District Reference Site"
"113","DPANQ2934","APQ6QPGM",37.765992,-122.399273,335.7,93.15,241.9,427.05,420,351.65,384.65,416.4,"2024-12-15T08:00:00.000Z",11.61,76.51,12.4,12.01,"Potrero Hill","Air District Reference Site"
"114","DPANQ2934","APQ6QPGM",37.765992,-122.399273,409.37,87.84,320.68,475.53,493.53,413.74,431.47,462.95,"2024-12-15T09:00:00.000Z",10.95,77.24,10.67,13.02,"Potrero Hill","Air District Reference Site"
"115","DPANQ2934","APQ6QPGM",37.765992,-122.399273,284.1,64.75,218.95,326.9,305.6,293,313.85,314.1,"2024-12-15T10:00:00.000Z",10.52,78.35,8.33,12.08,"Potrero Hill","Air District Reference Site"
"116","DPANQ2934","APQ6QPGM",37.765992,-122.399273,475.74,171.95,302.89,647.16,670.05,466.05,601,636.26,"2024-12-15T11:00:00.000Z",10.25,78.59,8.19,14.64,"Potrero Hill","Air District Reference Site"
"117","DPANQ2934","APQ6QPGM",37.765992,-122.399273,671.95,134.55,536.5,795.45,777.6,687.3,748.7,881.25,"2024-12-15T12:00:00.000Z",10.04,79.25,8.02,15.63,"Potrero Hill","Air District Reference Site"
"118","DPANQ2934","APQ6QPGM",37.765992,-122.399273,949.22,124.39,824.06,1012.72,936.22,955.67,958.44,1188.56,"2024-12-15T13:00:00.000Z",10.57,79.33,8.36,16.64,"Potrero Hill","Air District Reference Site"
"119","DPANQ2934","APQ6QPGM",37.765992,-122.399273,883.88,173.88,709.35,1022.71,962.65,915.12,987.06,1098.82,"2024-12-15T14:00:00.000Z",10.58,79.37,8.68,17.85,"Potrero Hill","Air District Reference Site"
"120","DPANQ2934","APQ6QPGM",37.765992,-122.399273,886.06,121.06,764.35,940.82,871.12,912.35,904,1067.82,"2024-12-15T15:00:00.000Z",11.06,78.77,8.42,17.31,"Potrero Hill","Air District Reference Site"
