datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
DBUFQ1648,A9V4VJWX,CLARITY_NODE,hour,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,37.73478700,-122.38956900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,calibrated-ready,7.12,2,calibrated-ready,7,2,calibrated-ready,7,,,,,,,3.89,calibration-missing,,4,calibration-missing,,5.21,calibration-missing,,2.97,sensor-ready,2.97,4.25,sensor-ready,4.25,0.67,calibration-missing,,2.85,sensor-ready,2.85,1.24,calibrated-ready,3.75,1,calibrated-ready,4,2.07,calibrated-ready,4.46,1.60,calibrated-ready,3.80,9,calibrated-ready,21,2.93,sensor-ready,2.93,4.19,sensor-ready,4.19,,,,65.72,sensor-ready,65.72,,,,15.46,sensor-ready,15.46,,,,,,
DEVXA9067,ARY9KH49,CLARITY_NODE,hour,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,37.78209800,-122.41532900,,,,-486.50,sensor-ready,-486.50,1.20,sensor-ready,1.20,-487.65,sensor-ready,-487.65,-206.45,sensor-ready,-206.45,-236.70,sensor-ready,-236.70,-383.75,sensor-ready,-383.75,-260.00,sensor-ready,-260.00,-177.55,sensor-ready,-177.55,4.81,calibrated-ready,9.99,4,calibrated-ready,8,5,calibrated-ready,10,,,,,,,2.91,calibration-missing,,3,calibration-missing,,4.71,calibration-missing,,3.30,sensor-ready,3.30,4.83,sensor-ready,4.83,0.66,calibration-missing,,3.17,sensor-ready,3.17,1.94,calibrated-ready,3.81,2,calibrated-ready,4,3.27,calibrated-ready,4.38,2.61,calibrated-ready,3.87,14,calibrated-ready,21,3.25,sensor-ready,3.25,4.77,sensor-ready,4.77,,,,59.37,sensor-ready,59.37,,,,17.28,sensor-ready,17.28,,,,,,
DGVIU8498,AGXKW9H6,CLARITY_NODE,hour,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,37.72887100,-122.37440100,,,,12.95,sensor-ready,12.95,7.40,sensor-ready,7.40,5.40,sensor-ready,5.40,65.35,sensor-ready,65.35,36.25,sensor-ready,36.25,8.40,sensor-ready,8.40,50.05,sensor-ready,50.05,104.50,sensor-ready,104.50,8.70,calibrated-ready,10.97,8,calibrated-ready,9,9,calibrated-ready,11,,,,,,,2.06,calibration-missing,,2,calibration-missing,,2.79,calibration-missing,,2.66,sensor-ready,2.66,3.47,sensor-ready,3.47,0.39,calibration-missing,,2.54,sensor-ready,2.54,1.52,calibrated-ready,3.23,2,calibrated-ready,3,2.00,calibrated-ready,3.58,1.78,calibrated-ready,3.26,9,calibrated-ready,18,2.61,sensor-ready,2.61,3.43,sensor-ready,3.43,,,,65.08,sensor-ready,65.08,,,,15.45,sensor-ready,15.45,,,,,,
DNHZP3586,ACG3QXTF,CLARITY_NODE,hour,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,37.76955900,-122.40685700,,,,-138.95,sensor-ready,-138.95,5.10,sensor-ready,5.10,-144.10,sensor-ready,-144.10,32.15,sensor-ready,32.15,-15.55,sensor-ready,-15.55,-90.75,sensor-ready,-90.75,-8.20,sensor-ready,-8.20,121.30,sensor-ready,121.30,7.07,calibrated-ready,10.94,7,calibrated-ready,9,7,calibrated-ready,11,,,,,,,3.35,calibration-missing,,3,calibration-missing,,4.83,calibration-missing,,2.74,sensor-ready,2.74,3.96,sensor-ready,3.96,0.45,calibration-missing,,2.64,sensor-ready,2.64,0.82,calibrated-ready,3.76,1,calibrated-ready,4,1.73,calibrated-ready,4.30,1.29,calibrated-ready,3.88,7,calibrated-ready,21,2.70,sensor-ready,2.70,3.90,sensor-ready,3.90,,,,61.20,sensor-ready,61.20,,,,17.15,sensor-ready,17.15,,,,,,
DPANQ2934,APQ6QPGM,CLARITY_NODE,hour,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,37.76610000,-122.39897100,,,,-93.65,sensor-ready,-93.65,-4.80,sensor-ready,-4.80,-88.75,sensor-ready,-88.75,-105.80,sensor-ready,-105.80,-144.55,sensor-ready,-144.55,-109.60,sensor-ready,-109.60,-77.70,sensor-ready,-77.70,-29.85,sensor-ready,-29.85,5.52,calibrated-ready,7.52,5,calibrated-ready,7,6,calibrated-ready,8,,,,,,,2.93,calibration-missing,,3,calibration-missing,,4.25,calibration-missing,,2.81,sensor-ready,2.81,4.04,sensor-ready,4.04,0.31,calibration-missing,,2.70,sensor-ready,2.70,0.71,calibrated-ready,3.61,1,calibrated-ready,4,1.53,calibrated-ready,4.11,1.17,calibrated-ready,3.75,6,calibrated-ready,21,2.77,sensor-ready,2.77,3.99,sensor-ready,3.99,,,,62.66,sensor-ready,62.66,,,,16.32,sensor-ready,16.32,,,,,,
DVCKP7679,AW7V74JH,CLARITY_NODE,hour,2025-03-12T18:00:00.000Z,2025-03-12T19:00:00.000Z,37.72515600,-122.39415600,,,,78.90,sensor-ready,78.90,0.85,sensor-ready,0.85,77.90,sensor-ready,77.90,37.80,sensor-ready,37.80,-1.50,sensor-ready,-1.50,83.25,sensor-ready,83.25,29.35,sensor-ready,29.35,104.25,sensor-ready,104.25,9.28,calibrated-ready,8.99,8,calibrated-ready,8,9,calibrated-ready,9,,,,,,,2.82,calibration-missing,,3,calibration-missing,,2.64,calibration-missing,,3.61,sensor-ready,3.61,3.81,sensor-ready,3.81,0.69,calibration-missing,,3.49,sensor-ready,3.49,1.77,calibrated-ready,3.55,2,calibrated-ready,4,1.78,calibrated-ready,3.69,2.01,calibrated-ready,3.42,11,calibrated-ready,19,3.56,sensor-ready,3.56,3.76,sensor-ready,3.76,,,,65.95,sensor-ready,65.95,,,,15.44,sensor-ready,15.44,,,,,,
DBUFQ1648,A9V4VJWX,CLARITY_NODE,hour,2025-03-12T19:00:00.000Z,2025-03-12T20:00:00.000Z,37.73478700,-122.38956900,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,calibrated-ready,7.13,,calibrated-ready,7,,calibrated-ready,7,,,,,,,3.19,calibration-missing,,3,calibration-missing,,5.16,calibration-missing,,2.10,sensor-ready,2.10,4.20,sensor-ready,4.20,0.20,calibration-missing,,2.00,sensor-ready,2.00,0.61,calibrated-ready,3.68,1,calibrated-ready,4,2.05,calibrated-ready,4.41,1.10,calibrated-ready,3.78,6,calibrated-ready,21,2.06,sensor-ready,2.06,4.14,sensor-ready,4.14,,,,59.81,sensor-ready,59.81,,,,15.94,sensor-ready,15.94,,,,,,
DEVXA9067,ARY9KH49,CLARITY_NODE,hour,2025-03-12T19:00:00.000Z,2025-03-12T20:00:00.000Z,37.78209800,-122.41532900,,,,11.35,sensor-ready,11.35,16.85,sensor-ready,16.85,-5.80,sensor-ready,-5.80,66.00,sensor-ready,66.00,53.65,sensor-ready,53.65,7.95,sensor-ready,7.95,44.90,sensor-ready,44.90,78.30,sensor-ready,78.30,5.92,calibrated-ready,10.41,5,calibrated-ready,9,6,calibrated-ready,10,,,,,,,2.92,calibration-missing,,3,calibration-missing,,4.68,calibration-missing,,2.87,sensor-ready,2.87,4.78,sensor-ready,4.78,0.48,calibration-missing,,2.72,sensor-ready,2.72,1.78,calibrated-ready,3.89,2,calibrated-ready,4,3.26,calibrated-ready,4.34,2.19,calibrated-ready,3.87,12,calibrated-ready,21,2.81,sensor-ready,2.81,4.72,sensor-ready,4.72,,,,56.00,sensor-ready,56.00,,,,16.96,sensor-ready,16.96,,,,,,
DGVIU8498,AGXKW9H6,CLARITY_NODE,hour,2025-03-12T19:00:00.000Z,2025-03-12T20:00:00.000Z,37.72887100,-122.37440100,,,,-52.71,sensor-ready,-52.71,4.90,sensor-ready,4.90,-57.67,sensor-ready,-57.67,38.00,sensor-ready,38.00,1.05,sensor-ready,1.05,-75.10,sensor-ready,-75.10,4.52,sensor-ready,4.52,50.81,sensor-ready,50.81,8.15,calibrated-ready,11.16,8,calibrated-ready,10,8,calibrated-ready,11,,,,,,,1.72,calibration-missing,,2,calibration-missing,,2.78,calibration-missing,,1.93,sensor-ready,1.93,3.44,sensor-ready,3.44,0.05,calibration-missing,,1.83,sensor-ready,1.83,1.09,calibrated-ready,3.24,1,calibrated-ready,3,2.01,calibrated-ready,3.55,1.43,calibrated-ready,3.26,8,calibrated-ready,18,1.89,sensor-ready,1.89,3.40,sensor-ready,3.40,,,,60.25,sensor-ready,60.25,,,,15.87,sensor-ready,15.87,,,,,,
DNHZP3586,ACG3QXTF,CLARITY_NODE,hour,2025-03-12T19:00:00.000Z,2025-03-12T20:00:00.000Z,37.76955900,-122.40685700,,,,73.75,sensor-ready,73.75,36.30,sensor-ready,36.30,37.05,sensor-ready,37.05,153.20,sensor-ready,153.20,149.55,sensor-ready,149.55,73.40,sensor-ready,73.40,130.60,sensor-ready,130.60,159.85,sensor-ready,159.85,5.87,calibrated-ready,10.18,5,calibrated-ready,9,6,calibrated-ready,10,,,,,,,2.85,calibration-missing,,3,calibration-missing,,4.78,calibration-missing,,2.05,sensor-ready,2.05,3.92,sensor-ready,3.92,0.09,calibration-missing,,1.95,sensor-ready,1.95,0.52,calibrated-ready,3.69,1,calibrated-ready,4,1.73,calibrated-ready,4.26,0.90,calibrated-ready,3.83,5,calibrated-ready,21,2.01,sensor-ready,2.01,3.87,sensor-ready,3.87,,,,56.79,sensor-ready,56.79,,,,17.03,sensor-ready,17.03,,,,,,
