datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
DAJXS2653,A3GP6QHN,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.79429200,-122.40409800,,,,124.35,sensor-ready,124.35,8.25,sensor-ready,8.25,115.90,sensor-ready,115.90,115.55,sensor-ready,115.55,134.95,sensor-ready,134.95,121.35,sensor-ready,121.35,131.55,sensor-ready,131.55,92.45,sensor-ready,92.45,11.47,calibrated-ready,9.78,10,calibrated-ready,8,11,calibrated-ready,10,,,,,,,18.57,calibration-missing,,19,calibration-missing,,17.51,calibration-missing,,16.27,sensor-ready,16.27,15.44,sensor-ready,15.44,7.53,calibration-missing,,15.12,sensor-ready,15.12,15.12,calibrated-ready,8.57,15,calibrated-ready,9,14.42,calibrated-ready,9.30,16.05,calibrated-ready,9.54,64,calibrated-ready,52,16.14,sensor-ready,16.14,15.32,sensor-ready,15.32,,,,72.29,sensor-ready,72.29,,,,16.92,sensor-ready,16.92,,,,,,
DBUFQ1648,A9V4VJWX,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.73478700,-122.38956900,,,,107.25,sensor-ready,107.25,3.95,sensor-ready,3.95,103.05,sensor-ready,103.05,74.60,sensor-ready,74.60,65.95,sensor-ready,65.95,107.75,sensor-ready,107.75,85.95,sensor-ready,85.95,62.75,sensor-ready,62.75,7.69,calibrated-ready,6.28,7,calibrated-ready,6,8,calibrated-ready,6,,,,,,,30.81,calibration-missing,,31,calibration-missing,,26.24,calibration-missing,,15.05,sensor-ready,15.05,13.21,sensor-ready,13.21,7.83,calibration-missing,,14.02,sensor-ready,14.02,13.76,calibrated-ready,11.09,14,calibrated-ready,11,11.51,calibrated-ready,10.91,14.17,calibrated-ready,11.74,60,calibrated-ready,56,14.82,sensor-ready,14.82,12.99,sensor-ready,12.99,,,,77.97,sensor-ready,77.97,,,,16.09,sensor-ready,16.09,,,,,,
DCDBK0901,A9WY7XJ6,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.77947000,-122.40792100,,,,138.40,sensor-ready,138.40,36.45,sensor-ready,36.45,101.40,sensor-ready,101.40,193.30,sensor-ready,193.30,182.80,sensor-ready,182.80,142.65,sensor-ready,142.65,166.00,sensor-ready,166.00,182.75,sensor-ready,182.75,9.51,calibrated-ready,5.98,8,calibrated-ready,5,10,calibrated-ready,6,,,,,,,23.94,calibration-missing,,24,calibration-missing,,20.18,calibration-missing,,15.30,sensor-ready,15.30,13.40,sensor-ready,13.40,8.21,calibration-missing,,14.29,sensor-ready,14.29,15.14,calibrated-ready,9.77,15,calibrated-ready,10,12.73,calibrated-ready,9.69,15.37,calibrated-ready,10.41,63,calibrated-ready,53,15.11,sensor-ready,15.11,13.22,sensor-ready,13.22,,,,72.97,sensor-ready,72.97,,,,16.78,sensor-ready,16.78,,,,,,
DEVXA9067,ARY9KH49,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.78209800,-122.41532900,,,,124.60,sensor-ready,124.60,9.05,sensor-ready,9.05,115.40,sensor-ready,115.40,104.20,sensor-ready,104.20,91.55,sensor-ready,91.55,133.45,sensor-ready,133.45,99.95,sensor-ready,99.95,79.95,sensor-ready,79.95,12.27,calibrated-ready,9.92,11,calibrated-ready,8,12,calibrated-ready,10,,,,,,,26.85,calibration-missing,,27,calibration-missing,,23.56,calibration-missing,,15.34,sensor-ready,15.34,13.97,sensor-ready,13.97,7.92,calibration-missing,,14.37,sensor-ready,14.37,14.50,calibrated-ready,10.29,14,calibrated-ready,10,12.96,calibrated-ready,10.56,15.12,calibrated-ready,11.24,62,calibrated-ready,55,15.11,sensor-ready,15.11,13.74,sensor-ready,13.74,,,,75.70,sensor-ready,75.70,,,,16.21,sensor-ready,16.21,,,,,,
DGVIU8498,AGXKW9H6,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.72887100,-122.37440100,,,,140.40,sensor-ready,140.40,3.95,sensor-ready,3.95,136.20,sensor-ready,136.20,95.25,sensor-ready,95.25,111.55,sensor-ready,111.55,138.50,sensor-ready,138.50,103.50,sensor-ready,103.50,99.75,sensor-ready,99.75,11.78,calibrated-ready,10.30,10,calibrated-ready,9,12,calibrated-ready,10,,,,,,,26.63,calibration-missing,,27,calibration-missing,,21.14,calibration-missing,,16.44,sensor-ready,16.44,13.59,sensor-ready,13.59,8.03,calibration-missing,,15.29,sensor-ready,15.29,16.44,calibrated-ready,9.61,16,calibrated-ready,10,13.32,calibrated-ready,9.44,17.03,calibrated-ready,10.38,66,calibrated-ready,53,16.22,sensor-ready,16.22,13.41,sensor-ready,13.41,,,,81.02,sensor-ready,81.02,,,,15.35,sensor-ready,15.35,,,,,,
DNHZP3586,ACG3QXTF,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.76955900,-122.40685700,,,,235.30,sensor-ready,235.30,2.10,sensor-ready,2.10,233.10,sensor-ready,233.10,176.85,sensor-ready,176.85,187.65,sensor-ready,187.65,221.50,sensor-ready,221.50,176.15,sensor-ready,176.15,144.75,sensor-ready,144.75,11.61,calibrated-ready,9.11,10,calibrated-ready,8,12,calibrated-ready,9,,,,,,,28.10,calibration-missing,,28,calibration-missing,,22.88,calibration-missing,,12.82,sensor-ready,12.82,11.79,sensor-ready,11.79,7.24,calibration-missing,,12.02,sensor-ready,12.02,12.13,calibrated-ready,10.69,12,calibrated-ready,11,10.21,calibrated-ready,10.32,12.33,calibrated-ready,11.16,57,calibrated-ready,55,12.63,sensor-ready,12.63,11.60,sensor-ready,11.60,,,,72.76,sensor-ready,72.76,,,,16.33,sensor-ready,16.33,,,,,,
DPANQ2934,APQ6QPGM,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.76610000,-122.39897100,,,,215.05,sensor-ready,215.05,15.55,sensor-ready,15.55,199.10,sensor-ready,199.10,205.70,sensor-ready,205.70,213.45,sensor-ready,213.45,210.60,sensor-ready,210.60,231.05,sensor-ready,231.05,210.95,sensor-ready,210.95,10.18,calibrated-ready,5.96,9,calibrated-ready,5,10,calibrated-ready,6,,,,,,,25.23,calibration-missing,,25,calibration-missing,,21.30,calibration-missing,,15.19,sensor-ready,15.19,13.30,sensor-ready,13.30,7.10,calibration-missing,,14.25,sensor-ready,14.25,12.43,calibrated-ready,10.11,12,calibrated-ready,10,10.66,calibrated-ready,10.19,12.79,calibrated-ready,10.93,58,calibrated-ready,54,14.96,sensor-ready,14.96,13.10,sensor-ready,13.10,,,,74.57,sensor-ready,74.57,,,,16.53,sensor-ready,16.53,,,,,,
DSARJ4044,ARC4GYFK,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.78378100,-122.41156100,,,,144.00,sensor-ready,144.00,9.68,sensor-ready,9.68,134.21,sensor-ready,134.21,123.16,sensor-ready,123.16,153.79,sensor-ready,153.79,164.42,sensor-ready,164.42,162.53,sensor-ready,162.53,153.42,sensor-ready,153.42,10.17,calibrated-ready,9.83,9,calibrated-ready,8,10,calibrated-ready,10,,,,,,,26.05,calibration-missing,,26,calibration-missing,,23.68,calibration-missing,,16.46,sensor-ready,16.46,14.91,sensor-ready,14.91,8.64,calibration-missing,,15.41,sensor-ready,15.41,14.24,calibrated-ready,10.46,14,calibrated-ready,10,12.43,calibrated-ready,10.67,14.67,calibrated-ready,11.38,61,calibrated-ready,55,16.23,sensor-ready,16.23,14.69,sensor-ready,14.69,,,,74.03,sensor-ready,74.03,,,,16.84,sensor-ready,16.84,,,,,,
DSUSD5545,ATMWFH4K,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.79721100,-122.40910900,,,,96.70,sensor-ready,96.70,17.40,sensor-ready,17.40,78.85,sensor-ready,78.85,106.55,sensor-ready,106.55,93.85,sensor-ready,93.85,94.65,sensor-ready,94.65,95.70,sensor-ready,95.70,120.75,sensor-ready,120.75,13.89,calibrated-ready,13.77,12,calibrated-ready,12,14,calibrated-ready,14,,,,,,,25.26,calibration-missing,,25,calibration-missing,,22.14,calibration-missing,,17.47,sensor-ready,17.47,15.92,sensor-ready,15.92,9.73,calibration-missing,,16.27,sensor-ready,16.27,18.22,calibrated-ready,10.15,18,calibrated-ready,10,15.94,calibrated-ready,10.68,18.80,calibrated-ready,11.21,69,calibrated-ready,55,17.25,sensor-ready,17.25,15.72,sensor-ready,15.72,,,,73.84,sensor-ready,73.84,,,,16.47,sensor-ready,16.47,,,,,,
DVCKP7679,AW7V74JH,CLARITY_NODE,hour,2025-08-22T08:00:00.000Z,2025-08-22T09:00:00.000Z,37.72515600,-122.39415600,,,,133.59,sensor-ready,133.59,5.59,sensor-ready,5.59,127.82,sensor-ready,127.82,127.00,sensor-ready,127.00,105.82,sensor-ready,105.82,151.76,sensor-ready,151.76,127.24,sensor-ready,127.24,108.94,sensor-ready,108.94,12.58,calibrated-ready,7.45,11,calibrated-ready,7,13,calibrated-ready,7,,,,,,,25.76,calibration-missing,,26,calibration-missing,,21.40,calibration-missing,,16.93,sensor-ready,16.93,14.57,sensor-ready,14.57,8.35,calibration-missing,,15.90,sensor-ready,15.90,13.46,calibrated-ready,10.14,13,calibrated-ready,10,11.20,calibrated-ready,9.91,13.58,calibrated-ready,10.52,59,calibrated-ready,54,16.73,sensor-ready,16.73,14.40,sensor-ready,14.40,,,,77.64,sensor-ready,77.64,,,,16.19,sensor-ready,16.19,,,,,,
