datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
DAJXS2653,A3GP6QHN,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.79429200,-122.40409800,,,,63.10,sensor-ready,63.10,17.65,sensor-ready,17.65,45.20,sensor-ready,45.20,82.80,sensor-ready,82.80,73.55,sensor-ready,73.55,60.25,sensor-ready,60.25,70.45,sensor-ready,70.45,83.80,sensor-ready,83.80,10.43,calibrated-ready,8.46,9,calibrated-ready,8,10,calibrated-ready,8,,,,,,,4.38,calibration-missing,,4,calibration-missing,,4.37,calibration-missing,,6.31,sensor-ready,6.31,6.07,sensor-ready,6.07,1.82,calibration-missing,,5.99,sensor-ready,5.99,3.75,calibrated-ready,4.14,4,calibrated-ready,4,3.84,calibrated-ready,4.22,3.72,calibrated-ready,4.26,21,calibrated-ready,23,6.29,sensor-ready,6.29,6.05,sensor-ready,6.05,,,,69.01,sensor-ready,69.01,,,,16.63,sensor-ready,16.63,,,,,,
DBUFQ1648,A9V4VJWX,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.73478700,-122.38956900,,,,25.30,sensor-ready,25.30,5.00,sensor-ready,5.00,20.30,sensor-ready,20.30,38.85,sensor-ready,38.85,42.45,sensor-ready,42.45,31.25,sensor-ready,31.25,12.90,sensor-ready,12.90,13.25,sensor-ready,13.25,8.60,calibrated-ready,6.36,8,calibrated-ready,6,9,calibrated-ready,6,,,,,,,7.44,calibration-missing,,7,calibration-missing,,5.77,calibration-missing,,5.91,sensor-ready,5.91,4.72,sensor-ready,4.72,2.63,calibration-missing,,5.61,sensor-ready,5.61,4.01,calibrated-ready,4.73,4,calibrated-ready,5,2.68,calibrated-ready,4.36,3.19,calibrated-ready,4.31,17,calibrated-ready,24,5.84,sensor-ready,5.84,4.67,sensor-ready,4.67,,,,71.44,sensor-ready,71.44,,,,15.99,sensor-ready,15.99,,,,,,
DCDBK0901,A9WY7XJ6,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.77947000,-122.40792100,,,,116.60,sensor-ready,116.60,24.55,sensor-ready,24.55,91.65,sensor-ready,91.65,131.15,sensor-ready,131.15,125.30,sensor-ready,125.30,116.90,sensor-ready,116.90,120.95,sensor-ready,120.95,149.10,sensor-ready,149.10,8.43,calibrated-ready,6.06,8,calibrated-ready,6,8,calibrated-ready,6,,,,,,,4.96,calibration-missing,,5,calibration-missing,,4.46,calibration-missing,,5.43,sensor-ready,5.43,4.85,sensor-ready,4.85,2.36,calibration-missing,,5.18,sensor-ready,5.18,4.15,calibrated-ready,4.16,4,calibrated-ready,4,3.62,calibrated-ready,4.04,3.90,calibrated-ready,4.03,22,calibrated-ready,22,5.38,sensor-ready,5.38,4.80,sensor-ready,4.80,,,,68.72,sensor-ready,68.72,,,,16.64,sensor-ready,16.64,,,,,,
DEVXA9067,ARY9KH49,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.78209800,-122.41532900,,,,67.21,sensor-ready,67.21,5.79,sensor-ready,5.79,61.16,sensor-ready,61.16,63.79,sensor-ready,63.79,75.26,sensor-ready,75.26,60.21,sensor-ready,60.21,52.00,sensor-ready,52.00,79.63,sensor-ready,79.63,10.29,calibrated-ready,7.65,9,calibrated-ready,7,10,calibrated-ready,8,,,,,,,6.43,calibration-missing,,6,calibration-missing,,5.09,calibration-missing,,6.32,sensor-ready,6.32,5.36,sensor-ready,5.36,2.74,calibration-missing,,6.01,sensor-ready,6.01,4.96,calibrated-ready,4.52,5,calibrated-ready,5,3.83,calibrated-ready,4.24,4.10,calibrated-ready,4.11,23,calibrated-ready,23,6.26,sensor-ready,6.26,5.31,sensor-ready,5.31,,,,70.77,sensor-ready,70.77,,,,16.17,sensor-ready,16.17,,,,,,
DGVIU8498,AGXKW9H6,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.72887100,-122.37440100,,,,88.60,sensor-ready,88.60,7.30,sensor-ready,7.30,81.05,sensor-ready,81.05,60.60,sensor-ready,60.60,73.30,sensor-ready,73.30,96.45,sensor-ready,96.45,80.30,sensor-ready,80.30,56.55,sensor-ready,56.55,11.95,calibrated-ready,11.25,10,calibrated-ready,10,12,calibrated-ready,11,,,,,,,4.82,calibration-missing,,5,calibration-missing,,4.93,calibration-missing,,5.58,sensor-ready,5.58,5.51,sensor-ready,5.51,1.79,calibration-missing,,5.30,sensor-ready,5.30,3.79,calibrated-ready,3.90,4,calibrated-ready,4,4.00,calibrated-ready,4.05,3.27,calibrated-ready,3.74,18,calibrated-ready,21,5.53,sensor-ready,5.53,5.46,sensor-ready,5.46,,,,73.15,sensor-ready,73.15,,,,15.44,sensor-ready,15.44,,,,,,
DNHZP3586,ACG3QXTF,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.76955900,-122.40685700,,,,133.61,sensor-ready,133.61,13.94,sensor-ready,13.94,119.28,sensor-ready,119.28,110.61,sensor-ready,110.61,136.17,sensor-ready,136.17,129.28,sensor-ready,129.28,128.33,sensor-ready,128.33,88.67,sensor-ready,88.67,8.97,calibrated-ready,6.45,8,calibrated-ready,6,9,calibrated-ready,6,,,,,,,6.70,calibration-missing,,7,calibration-missing,,5.54,calibration-missing,,4.80,sensor-ready,4.80,3.90,sensor-ready,3.90,1.91,calibration-missing,,4.59,sensor-ready,4.59,3.01,calibrated-ready,4.49,3,calibrated-ready,4,2.31,calibrated-ready,4.28,2.46,calibrated-ready,4.26,13,calibrated-ready,23,4.75,sensor-ready,4.75,3.85,sensor-ready,3.85,,,,70.10,sensor-ready,70.10,,,,16.16,sensor-ready,16.16,,,,,,
DPANQ2934,APQ6QPGM,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.76610000,-122.39897100,,,,110.75,sensor-ready,110.75,22.05,sensor-ready,22.05,88.45,sensor-ready,88.45,136.35,sensor-ready,136.35,142.30,sensor-ready,142.30,107.35,sensor-ready,107.35,150.75,sensor-ready,150.75,131.45,sensor-ready,131.45,8.20,calibrated-ready,5.93,8,calibrated-ready,5,8,calibrated-ready,6,,,,,,,5.52,calibration-missing,,6,calibration-missing,,4.80,calibration-missing,,5.55,sensor-ready,5.55,4.66,sensor-ready,4.66,1.64,calibration-missing,,5.31,sensor-ready,5.31,2.67,calibrated-ready,4.27,3,calibrated-ready,4,2.18,calibrated-ready,4.08,2.10,calibrated-ready,3.91,12,calibrated-ready,22,5.50,sensor-ready,5.50,4.61,sensor-ready,4.61,,,,70.96,sensor-ready,70.96,,,,16.28,sensor-ready,16.28,,,,,,
DSARJ4044,ARC4GYFK,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.78378100,-122.41156100,,,,84.20,sensor-ready,84.20,41.40,sensor-ready,41.40,42.50,sensor-ready,42.50,161.55,sensor-ready,161.55,175.95,sensor-ready,175.95,95.70,sensor-ready,95.70,171.75,sensor-ready,171.75,210.10,sensor-ready,210.10,8.82,calibrated-ready,8.53,8,calibrated-ready,8,9,calibrated-ready,9,,,,,,,7.18,calibration-missing,,7,calibration-missing,,6.02,calibration-missing,,6.58,sensor-ready,6.58,5.53,sensor-ready,5.53,2.82,calibration-missing,,6.29,sensor-ready,6.29,4.19,calibrated-ready,4.88,4,calibrated-ready,5,3.26,calibrated-ready,4.50,3.70,calibrated-ready,4.58,21,calibrated-ready,25,6.52,sensor-ready,6.52,5.47,sensor-ready,5.47,,,,69.46,sensor-ready,69.46,,,,16.70,sensor-ready,16.70,,,,,,
DSUSD5545,ATMWFH4K,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.79721100,-122.40910900,,,,106.26,sensor-ready,106.26,39.47,sensor-ready,39.47,66.26,sensor-ready,66.26,154.95,sensor-ready,154.95,147.37,sensor-ready,147.37,92.68,sensor-ready,92.68,179.74,sensor-ready,179.74,82.00,sensor-ready,82.00,10.89,calibrated-ready,11.28,9,calibrated-ready,10,11,calibrated-ready,11,,,,,,,6.71,calibration-missing,,7,calibration-missing,,5.89,calibration-missing,,6.59,sensor-ready,6.59,6.09,sensor-ready,6.09,3.16,calibration-missing,,6.22,sensor-ready,6.22,5.68,calibrated-ready,4.65,6,calibrated-ready,5,4.95,calibrated-ready,4.56,5.27,calibrated-ready,4.55,29,calibrated-ready,25,6.53,sensor-ready,6.53,6.03,sensor-ready,6.03,,,,69.92,sensor-ready,69.92,,,,16.29,sensor-ready,16.29,,,,,,
DVCKP7679,AW7V74JH,CLARITY_NODE,hour,2025-07-08T06:00:00.000Z,2025-07-08T07:00:00.000Z,37.72515600,-122.39415600,,,,-795.79,sensor-ready,-795.79,5.95,sensor-ready,5.95,-801.95,sensor-ready,-801.95,82.47,sensor-ready,82.47,72.37,sensor-ready,72.37,100.05,sensor-ready,100.05,82.84,sensor-ready,82.84,82.26,sensor-ready,82.26,12.05,calibrated-ready,7.61,11,calibrated-ready,7,12,calibrated-ready,8,,,,,,,5.12,calibration-missing,,5,calibration-missing,,4.10,calibration-missing,,5.97,sensor-ready,5.97,4.89,sensor-ready,4.89,1.81,calibration-missing,,5.70,sensor-ready,5.70,2.92,calibrated-ready,4.25,3,calibrated-ready,4,2.34,calibrated-ready,3.97,2.27,calibrated-ready,3.89,12,calibrated-ready,21,5.92,sensor-ready,5.92,4.84,sensor-ready,4.84,,,,70.31,sensor-ready,70.31,,,,16.28,sensor-ready,16.28,,,,,,
